row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,26_Sample_RYTA006_1.mzML Peak height,19_Sample_RYMG001_2.mzML Peak height,38_Sample_ER001_2.mzML Peak height,43_Sample_ER001_3.mzML Peak height,30_Sample_RGB004_3.mzML Peak height,33_Sample_ATA001_1.mzML Peak height,31_Sample_FIED001_3.mzML Peak height,32_Sample_ATA001_3.mzML Peak height,22_Sample_ATA001_2.mzML Peak height,40_Sample_RYMG001_1.mzML Peak height,27_Sample_RIG005_3.mzML Peak height,28_Qc3_3.mzML Peak height,37_Sample_RIG005_1.mzML Peak height,4_Blanco.mzML Peak height,20_Sample_ER001_1.mzML Peak height,34_Qc1_2.mzML Peak height,42_Sample_RIG005_2.mzML Peak height,25_Sample_RYTA006_3.mzML Peak height,29_Sample_RGB004_1.mzML Peak height,35_Sample_RGY001_2.mzML Peak height,23_RIG003_2.mzML Peak height,16_Sample_RYMG001_3.mzML Peak height,11_Sample_FIED001_2.mzML Peak height,15_QC1_4.mzML Peak height,36_Sample_RGB004_2.mzML Peak height,18_Sample_FIED001_1.mzML Peak height,44_Qc2_5.mzML Peak height,21_Qc2_2.mzML Peak height,14_Sample_RYTA006_2.mzML Peak height,12_Sample_RGY001_3.mzML Peak height,45_Qc3_2.mzML Peak height,13_Sample_RIG003_3.mzML Peak height,8_Qc2_3.mzML Peak height,7_Qc1_5.mzML Peak height,17_Sample_RGY001_1.mzML Peak height,10_RIG003_1.mzML Peak height,41_Qc2_4.mzML Peak height,
1413,55.0229822018569,10.926944,,,,,,,,,,,281.0,0,0,0,0,278.0,167.0,0,190.0,0,350.0,290.0,0,0,170.0,207.0,258.0,0,170.0,170.0,0,0,0,194.0,0,0,0,236.0,0,0,266.0,0,0,180.0,162.0,1244.0,398.0,
1414,41.03318041772721,10.928333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2291.0,0,0,0,0,0,0,0,3010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539.0,0,
1415,67.08394260167213,10.931251,,,,,,,,,,,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,194.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.0,150.0,
1416,69.06256362665958,10.9314995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,231.0,0,0,0,196.0,0,0,0,0,172.0,0,0,150.0,0,0,180.0,177.0,162.0,0,175.0,230.0,0,0,0,0,222.0,
1417,77.07795554573629,10.931666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,0,0,0,399.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.0,0,
1418,113.14992767537763,10.932501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,385.0,0,0,0,0,0,0,0,538.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1419,53.00454172957645,10.933749,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,0,0,198.0,0,0,0,0,0,0,0,0,0,0,223.0,0,0,0,268.0,0,
1420,65.0728055064062,10.936666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0,198.0,0,
1421,152.07997023703285,10.940001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,
1422,119.09034610424524,10.945,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.0,0,0,0,0,0,0,0,0,0,0,191.0,0,0,0,0,0,
1423,95.06676678370066,10.946667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.0,0,0,0,0,0,0,0,0,0,0,439.0,0,0,0,382.0,0,
1424,109.09507832612614,10.946667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.0,0,0,0,0,0,0,0,0,0,0,703.0,0,0,0,710.0,0,
1425,137.09793783040644,10.951667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0,0,0,0,0,0,0,0,0,0,0,262.0,0,0,0,225.0,0,
1426,39.96988713219881,10.952499,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1145.0,0,
1427,59.99999999999999,10.96,,,,,,,,,,,0,0,0,0,0,0,0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1428,105.0554367011211,10.9775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,
1429,107.07108391182763,10.98,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.0,0,0,0,0,0,0,0,0,0,0,246.0,0,0,0,0,0,
1430,82.03495250628438,10.985,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0,0,0,222.0,0,
1431,91.0040467966098,10.995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1432,59.99957963441493,11.0175,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,0,166.0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,161.0,0,0,0,0,0,0,
1433,44.0,11.043,,,,,,,,,,,0,0,201.0,0,0,0,0,0,0,0,210.0,0,0,199.0,0,0,222.0,0,0,0,0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1434,82.0,11.05,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1435,152.10234620572612,11.0666685,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0,0,0,0,202.0,0,0,0,198.0,0,
1436,59.06640973149525,11.068334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.0,0,0,0,0,0,0,0,0,0,0,234.0,0,0,0,230.0,0,
1437,55.0245117733744,11.069167,,,,,,,,,,,0,0,0,0,0,0,0,0,0,164.0,0,154.0,0,0,0,0,0,0,0,0,537.0,0,0,0,0,0,0,0,0,0,0,555.0,166.0,0,0,562.0,0,
1438,67.02759122119033,11.070001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713.0,0,0,0,0,0,0,0,0,0,0,693.0,142.0,0,0,665.0,0,
1439,93.06596429535294,11.07,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0,0,0,0,0,0,0,0,0,0,0,526.0,0,0,0,431.0,0,
1440,105.06776844297426,11.070001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.0,0,
1441,107.07681573821715,11.070001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.0,0,0,0,0,0,0,0,0,0,0,234.0,0,0,0,190.0,0,
1442,53.00518116267529,11.071667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.0,0,0,0,0,0,0,0,0,0,0,302.0,0,0,0,255.0,0,
1443,79.05151606448183,11.071667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636.0,0,0,0,0,0,0,0,0,0,0,569.0,0,0,0,490.0,0,
1444,81.06223156486747,11.071667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740.0,0,0,0,0,0,0,0,0,0,0,679.0,0,0,0,694.0,0,
1445,109.11031924103555,11.071667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987.0,0,0,0,0,0,0,0,0,0,0,949.0,0,0,0,928.0,0,
1446,45.0,11.0775,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.0,0,0,0,0,0,0,0,0,0,209.0,0,308.0,0,0,0,238.0,0,
1447,77.02049541795377,11.079999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,172.0,0,166.0,0,0,0,214.0,0,0,0,460.0,0,0,0,0,0,0,0,0,0,0,477.0,0,0,0,426.0,0,
1448,51.005481105821914,11.0875,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,487.0,0,524.0,0,0,0,644.0,0,0,0,167.0,0,0,0,0,0,0,164.0,0,0,142.0,180.0,158.0,0,0,162.0,162.0,
1449,43.00440192023383,11.087694,,,,,,,,,,,0,1044.0,462.0,0,0,226.0,0,188.0,210.0,1415.0,5511.0,1502.0,5786.0,0,194.0,801.0,7591.0,0,0,0,1748.0,948.0,321.0,788.0,0,0,1154.0,1654.0,212.0,0,1335.0,1818.0,1626.0,927.0,361.0,1665.0,1791.0,
1450,39.971823033306336,11.09,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1451,65.02037602883628,11.090751,,,,,,,,,,,0,429.0,148.0,164.0,0,0,0,0,0,559.0,2601.0,590.0,2594.0,0,0,329.0,3364.0,0,0,0,196.0,426.0,0,276.0,0,0,444.0,641.0,0,0,591.0,262.0,643.0,407.0,0,198.0,762.0,
1452,63.00827216603544,11.091111,,,,,,,,,,,0,0,0,0,0,0,0,0,0,180.0,684.0,182.0,772.0,0,0,0,990.0,0,0,0,0,0,0,0,0,0,0,215.0,0,0,161.0,0,182.0,0,0,0,218.0,
1453,91.053897644505,11.092582,,,,,,,,,,,0,2183.0,772.0,670.0,310.0,0,164.0,0,332.0,2887.0,14393.0,3358.0,14852.0,0,206.0,1681.0,18761.0,180.0,505.0,393.0,847.0,2041.0,0,1536.0,252.0,159.0,2665.0,3788.0,0,265.0,2998.0,739.0,3524.0,1688.0,361.0,721.0,3890.0,
1454,119.09110362075911,11.092942,,,,,,,,,,,0,476.0,0,0,0,0,0,0,0,625.0,2937.0,717.0,2906.0,0,0,297.0,3751.0,0,0,0,255.0,406.0,0,375.0,0,0,510.0,730.0,0,0,575.0,0,711.0,407.0,0,194.0,873.0,
1455,162.0864048256384,11.093333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,697.0,0,599.0,0,0,0,796.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1456,89.01406932275198,11.105668,,,,,,,,,,,0,0,0,0,0,311.0,0,335.0,302.0,198.0,721.0,273.0,832.0,0,0,0,946.0,0,0,0,180.0,0,0,0,0,0,162.0,220.0,0,0,204.0,0,218.0,0,0,162.0,204.0,
1457,43.0,11.1325,,,,,,,,,,,0,0,0,321.0,0,0,0,0,0,0,0,0,0,178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1458,39.99376008608047,11.134999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1459,60.00323481849245,11.138333,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.0,0,0,186.0,
1460,76.99999999999999,11.14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,
1461,57.00218356739391,11.1449995,,,,,,,,,,,0,0,0,0,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,
1462,94.0,11.1525,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,0,
1463,55.01237506066968,11.165001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1464,82.00983142068328,11.175,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,
1465,44.00000000000001,11.205,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1466,56.999850746045894,11.23125,,,,,,,,,,,0,0,0,0,0,0,0,159.0,0,0,0,0,0,186.0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,239.0,0,0,0,0,0,0,0,
1467,60.044760252912795,11.235,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1468,69.01829203118787,11.252858,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,180.0,0,0,0,143.0,0,0,0,0,0,185.0,0,0,0,0,182.0,166.0,154.0,
1469,55.015571036358814,11.253751,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.0,560.0,0,0,0,0,0,0,0,0,0,551.0,0,0,0,0,551.0,0,0,
1470,58.03128496685642,11.255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,
1471,97.0882339477539,11.255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,0,0,
1472,83.02280823873068,11.2575,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.0,0,0,
1473,71.03169584281652,11.258332,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0,0,0,0,0,0,0,0,0,0,174.0,0,0,0,0,143.0,0,0,
1474,82.03308908119298,11.265,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.0,146.0,0,0,0,145.0,0,0,0,0,199.0,0,0,0,0,210.0,0,0,
1475,43.008231145469864,11.267292,,,,,,,,,,,236.0,462.0,0,0,641.0,0,614.0,0,0,598.0,0,668.0,0,0,0,602.0,0,0,721.0,1650.0,0,473.0,580.0,502.0,696.0,639.0,644.0,703.0,242.0,1442.0,706.0,490.0,676.0,510.0,1489.0,0,758.0,
1476,87.01971178634133,11.268,,,,,,,,,,,0,0,0,0,319.0,0,402.0,0,0,225.0,0,321.0,201.0,0,0,327.0,199.0,0,433.0,1143.0,0,0,0,303.0,436.0,0,302.0,244.0,0,930.0,353.0,0,282.0,214.0,1019.0,154.0,290.0,
1477,57.0,11.275,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.0,0,0,0,0,0,158.0,0,0,0,0,0,0,0,0,0,0,0,0,
1478,44.0,11.29,,,,,,,,,,,0,0,0,196.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1479,59.999999999999986,11.29,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1480,76.99774731540019,11.291667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,327.0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.0,178.0,0,0,0,0,0,0,0,0,0,0,0,
1481,103.0999984741211,11.2925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,167.0,0,159.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1482,91.00088116484568,11.295001,,,,,,,,,,,0,0,0,0,0,0,198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.0,0,0,180.0,0,0,0,0,0,0,0,0,0,0,0,
1483,105.04259459914505,11.30104,,,,,,,,,,,0,167.0,238.0,236.0,212.0,0,385.0,0,0,196.0,510.0,340.0,546.0,0,159.0,271.0,567.0,0,193.0,0,0,145.0,377.0,228.0,210.0,417.0,287.0,343.0,0,0,321.0,0,302.0,220.0,0,0,348.0,
1484,133.0596731033643,11.301666,,,,,,,,,,,0,0,159.0,0,0,0,0,0,0,0,0,169.0,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1485,55.01509068687113,11.305555,,,,,,,,,,,0,0,0,0,0,0,258.0,0,0,210.0,233.0,0,0,0,0,0,249.0,0,0,0,498.0,0,206.0,0,0,191.0,0,0,0,0,0,476.0,0,0,0,447.0,0,
1486,69.0,11.315001,,,,,,,,,,,0,0,0,0,143.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1487,51.004925728630454,11.31625,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,186.0,0,151.0,0,0,0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,0,0,0,0,0,
1488,77.00614924799171,11.320751,,,,,,,,,,,0,158.0,0,0,153.0,0,230.0,0,0,0,0,244.0,274.0,0,177.0,199.0,308.0,0,0,0,342.0,0,151.0,0,0,0,198.0,226.0,0,164.0,188.0,350.0,258.0,177.0,170.0,340.0,214.0,
1489,109.09999847412108,11.325,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.0,0,0,
1490,121.10260687511662,11.325001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,0,0,0,172.0,0,
1491,53.006982198747245,11.339,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,164.0,0,0,0,0,0,140.0,0,0,0,300.0,0,0,0,0,0,0,0,0,0,0,287.0,0,0,0,287.0,0,
1492,67.0043395806574,11.347917,,,,,,,,,,,0,146.0,0,0,151.0,0,0,0,0,158.0,284.0,258.0,268.0,0,0,164.0,279.0,0,170.0,210.0,721.0,154.0,0,193.0,193.0,0,228.0,231.0,0,201.0,236.0,760.0,287.0,170.0,266.0,599.0,223.0,
1493,79.03361924623898,11.348965,,,,,,,,,,,0,354.0,185.0,140.0,480.0,159.0,194.0,0,0,430.0,820.0,601.0,812.0,0,0,345.0,938.0,0,452.0,666.0,2338.0,362.0,177.0,502.0,502.0,0,566.0,636.0,0,567.0,590.0,2162.0,665.0,546.0,687.0,1894.0,585.0,
1494,81.07398411096482,11.349376,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,143.0,0,146.0,0,0,0,0,0,0,143.0,298.0,0,0,0,0,0,0,0,0,154.0,143.0,266.0,0,0,0,244.0,0,
1495,65.04971323830453,11.351666,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0,0,0,0,0,0,0,0,252.0,0,0,0,204.0,0,
1496,94.07224679893476,11.3550005,,,,,,,,,,,0,546.0,140.0,0,639.0,161.0,0,175.0,0,596.0,1402.0,919.0,1271.0,0,0,527.0,1458.0,0,634.0,863.0,3588.0,505.0,0,697.0,663.0,0,916.0,926.0,0,886.0,860.0,3521.0,1047.0,870.0,886.0,2969.0,982.0,
1497,91.03152553422274,11.372,,,,,,,,,,,153.0,322.0,0,0,0,313.0,0,330.0,298.0,0,0,0,0,0,0,0,0,151.0,0,0,369.0,0,0,0,0,0,0,0,0,0,0,382.0,0,0,182.0,385.0,0,
1498,44.0,11.375,,,,,,,,,,,0,0,191.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1499,59.99999999999999,11.375,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.0,
1500,71.01193746583331,11.377501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,258.0,0,
1501,59.0,11.395,,,,,,,,,,,0,0,0,0,0,204.0,0,201.0,204.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1502,68.99691486934302,11.3949995,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,0,0,0,0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,
1503,45.0,11.3975,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,0,0,0,0,0,0,0,0,0,186.0,0,0,0,0,0,0,0,
1504,42.99781490819261,11.398572,,,,,,,,,,,286.0,0,290.0,257.0,0,353.0,0,416.0,326.0,0,0,0,0,0,201.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1505,72.9969396645043,11.408888,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,223.0,0,0,0,351.0,0,0,0,0,0,0,0,289.0,0,0,286.0,266.0,0,0,254.0,0,172.0,351.0,0,0,273.0,
1506,57.00571344250223,11.41577,,,,,,,,,,,0,0,0,0,0,271.0,0,279.0,226.0,0,603.0,196.0,516.0,0,0,172.0,651.0,0,0,0,0,140.0,0,164.0,0,0,194.0,162.0,0,0,170.0,0,0,0,0,0,0,
1507,59.99308876132147,11.46,,,,,,,,,,,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1508,82.00795275051922,11.46,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,0,0,0,0,0,
1509,54.99999999999999,11.4925,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,0,
1510,68.98745513212617,11.502501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0,220.0,0,
1511,82.99807780219874,11.502501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,0,
1512,92.98358234006966,11.514999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.0,0,0,0,0,0,0,0,0,0,0,174.0,0,0,0,0,0,
1513,42.995299637332316,11.517501,,,,,,,,,,,206.0,0,0,0,242.0,207.0,201.0,0,0,0,0,0,0,178.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.0,0,0,0,0,0,
1514,108.02240111159779,11.5175,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0,142.0,0,0,0,0,
1515,71.0,11.52,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,
1516,117.06200029646617,11.539444,,,,,,,,,,,0,300.0,0,0,0,0,0,0,0,454.0,0,183.0,0,0,0,0,162.0,0,0,0,0,284.0,0,0,0,0,0,167.0,0,0,180.0,0,162.0,0,0,0,238.0,
1517,65.0044579415951,11.54,,,,,,,,,,,0,0,0,0,0,0,0,0,0,206.0,0,0,0,0,0,0,0,0,0,0,0,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1518,54.99437938969206,11.543334,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,191.0,0,
1519,44.0,11.5475,,,,,,,,,,,0,0,210.0,209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1520,91.01168577687933,11.547501,,,,,,,,,,,0,548.0,0,0,0,0,202.0,0,0,780.0,0,0,0,0,0,0,0,0,0,346.0,0,566.0,153.0,281.0,0,172.0,0,0,0,353.0,0,273.0,0,0,289.0,0,594.0,
1521,58.988348099022,11.557501,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.0,0,0,0,0,0,0,0,0,0,0,148.0,0,0,0,0,0,
1522,56.0,11.559999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1523,60.0,11.559999,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.0,0,0,0,0,
1524,57.0,11.57,,,,,,,,,,,0,0,0,0,0,0,0,142.0,0,0,178.0,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1525,77.00201652373461,11.571538,,,,,,,,,,,0,162.0,0,0,0,0,0,0,0,194.0,286.0,167.0,486.0,0,0,0,322.0,0,0,158.0,0,166.0,0,0,0,0,0,191.0,0,0,193.0,0,182.0,146.0,145.0,0,0,
1526,51.00501096106522,11.571667,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,185.0,0,193.0,0,0,0,162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1527,107.05160250303553,11.5755005,,,,,,,,,,,0,0,0,0,0,0,0,0,0,167.0,418.0,207.0,793.0,0,0,143.0,457.0,0,0,0,0,0,0,0,0,0,0,182.0,0,0,196.0,0,206.0,0,0,0,156.0,
1528,79.00975706047835,11.576155,,,,,,,,,,,0,140.0,0,0,0,0,0,0,0,156.0,446.0,220.0,756.0,0,0,170.0,409.0,0,0,0,0,0,0,0,0,0,0,204.0,0,0,199.0,154.0,170.0,0,0,145.0,198.0,
1529,89.07728965728882,11.58,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,142.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
